tag	subtag	field	subfield
555	3	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Materials specified (NR)
555	6	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Linkage (NR)
555	8	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Field link and sequence number (R)
555	a	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Cumulative index/finding aids note (NR)
555	b	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Availability source (R)
555	c	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Degree of control (NR)
555	d	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Bibliographic reference (NR)
555	u	CUMULATIVE INDEX/FINDING AIDS NOTE (R)	Uniform Resource Identifier (R)
556	6	INFORMATION ABOUT DOCUMENTATION NOTE (R)	Linkage (NR)
556	8	INFORMATION ABOUT DOCUMENTATION NOTE (R)	Field link and sequence number (R)
556	a	INFORMATION ABOUT DOCUMENTATION NOTE (R)	Information about documentation note (NR)
556	z	INFORMATION ABOUT DOCUMENTATION NOTE (R)	International Standard Book Number (R)
561	3	OWNERSHIP AND CUSTODIAL HISTORY (R)	Materials specified (NR)
561	5	OWNERSHIP AND CUSTODIAL HISTORY (R)	Institution to which field applies (NR)
561	6	OWNERSHIP AND CUSTODIAL HISTORY (R)	Linkage (NR)
561	8	OWNERSHIP AND CUSTODIAL HISTORY (R)	Field link and sequence number (R)
561	a	OWNERSHIP AND CUSTODIAL HISTORY (R)	History (NR)
561	b	OWNERSHIP AND CUSTODIAL HISTORY (R)	Time of collation (NR) [OBSOLETE]
561	u	OWNERSHIP AND CUSTODIAL HISTORY (R)	Uniform Resource Identifier (R)
562	3	COPY AND VERSION IDENTIFICATION NOTE (R)	Materials specified (NR)
562	5	COPY AND VERSION IDENTIFICATION NOTE (R)	Institution to which field applies (NR)
562	6	COPY AND VERSION IDENTIFICATION NOTE (R)	Linkage (NR)
562	8	COPY AND VERSION IDENTIFICATION NOTE (R)	Field link and sequence number (R)
562	a	COPY AND VERSION IDENTIFICATION NOTE (R)	Identifying markings (R)
562	b	COPY AND VERSION IDENTIFICATION NOTE (R)	Copy identification (R)
562	c	COPY AND VERSION IDENTIFICATION NOTE (R)	Version identification (R)
562	d	COPY AND VERSION IDENTIFICATION NOTE (R)	Presentation format (R)
562	e	COPY AND VERSION IDENTIFICATION NOTE (R)	Number of copies (R)
563	3	BINDING INFORMATION (R)	Materials specified (NR)
563	5	BINDING INFORMATION (R)	Institution to which field applies (NR)
563	6	BINDING INFORMATION (R)	Linkage (NR)
563	8	BINDING INFORMATION (R)	Field link and sequence number (R)
563	a	BINDING INFORMATION (R)	Binding note (NR)
563	u	BINDING INFORMATION (R)	Uniform Resource Identifier (R)
565	3	CASE FILE CHARACTERISTICS NOTE (R)	Materials specified (NR)
565	6	CASE FILE CHARACTERISTICS NOTE (R)	Linkage (NR)
565	8	CASE FILE CHARACTERISTICS NOTE (R)	Field link and sequence number (R)
565	a	CASE FILE CHARACTERISTICS NOTE (R)	Number of cases/variables (NR)
565	b	CASE FILE CHARACTERISTICS NOTE (R)	Name of variable (R)
565	c	CASE FILE CHARACTERISTICS NOTE (R)	Unit of analysis (R)
565	d	CASE FILE CHARACTERISTICS NOTE (R)	Universe of data (R)
565	e	CASE FILE CHARACTERISTICS NOTE (R)	Filing scheme or code (R)
567	0	METHODOLOGY NOTE (R)	Authority record control number or standard number (R)
567	1	METHODOLOGY NOTE (R)	Real World Object URI (R)
567	2	METHODOLOGY NOTE (R)	Source of term (NR)
567	6	METHODOLOGY NOTE (R)	Linkage (NR)
567	8	METHODOLOGY NOTE (R)	Field link and sequence number (R)
567	a	METHODOLOGY NOTE (R)	Methodology note (NR)
567	b	METHODOLOGY NOTE (R)	Controlled term (R)
570	6	EDITOR NOTE (SE) (R) [OBSOLETE]	Linkage (NR)
570	a	EDITOR NOTE (SE) (R) [OBSOLETE]	Editor note (NR)
570	z	EDITOR NOTE (SE) (R) [OBSOLETE]	Source of note information (NR)
580	6	LINKING ENTRY COMPLEXITY NOTE (R)	Linkage (NR)
580	8	LINKING ENTRY COMPLEXITY NOTE (R)	Field link and sequence number (R)
580	a	LINKING ENTRY COMPLEXITY NOTE (R)	Linking entry complexity note (NR)
580	z	LINKING ENTRY COMPLEXITY NOTE (R)	Source of note information (NR) [OBSOLETE]
581	3	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE (R)	Materials specified (NR)
581	6	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE (R)	Linkage (NR)
581	8	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE (R)	Field link and sequence number (R)
581	a	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE (R)	Publications about described materials note (NR)
581	z	PUBLICATIONS ABOUT DESCRIBED MATERIALS NOTE (R)	International Standard Book Number (R)
582	6	RELATED COMPUTER FILES NOTE (R) (CF) [OBSOLETE]	Linkage (NR)
582	a	RELATED COMPUTER FILES NOTE (R) (CF) [OBSOLETE]	Related computer files note (NR)
583	2	ACTION NOTE (R)	Source of term (NR)
583	3	ACTION NOTE (R)	Materials specified (NR)
583	5	ACTION NOTE (R)	Institution to which field applies (NR)
583	6	ACTION NOTE (R)	Linkage (NR)
583	8	ACTION NOTE (R)	Field link and sequence number (R)
583	a	ACTION NOTE (R)	Action (NR)
583	b	ACTION NOTE (R)	Action identification (R)
583	c	ACTION NOTE (R)	Time/date of action (R)
583	d	ACTION NOTE (R)	Action interval (R)
583	e	ACTION NOTE (R)	Contingency for action (R)
583	f	ACTION NOTE (R)	Authorization (R)
583	h	ACTION NOTE (R)	Jurisdiction (R)
583	i	ACTION NOTE (R)	Method of action (R)
583	j	ACTION NOTE (R)	Site of action (R)
583	k	ACTION NOTE (R)	Action agent (R)
583	l	ACTION NOTE (R)	Status (R)
583	n	ACTION NOTE (R)	Extent (R)
583	o	ACTION NOTE (R)	Type of unit (R)
583	u	ACTION NOTE (R)	Uniform Resource Identifier (R)
583	x	ACTION NOTE (R)	Nonpublic note (R)
583	z	ACTION NOTE (R)	Public note (R)
584	3	ACCUMULATION AND FREQUENCY OF USE NOTE (R)	Materials specified (NR)
584	5	ACCUMULATION AND FREQUENCY OF USE NOTE (R)	Institution to which field applies (NR)
584	6	ACCUMULATION AND FREQUENCY OF USE NOTE (R)	Linkage (NR)
584	8	ACCUMULATION AND FREQUENCY OF USE NOTE (R)	Field link and sequence number (R)
584	a	ACCUMULATION AND FREQUENCY OF USE NOTE (R)	Accumulation (R)
584	b	ACCUMULATION AND FREQUENCY OF USE NOTE (R)	Frequency of use (R)
585	3	EXHIBITIONS NOTE (R)	Materials specified (NR)
585	5	EXHIBITIONS NOTE (R)	Institution to which field applies (NR)
585	6	EXHIBITIONS NOTE (R)	Linkage (NR)
585	8	EXHIBITIONS NOTE (R)	Field link and sequence number (R)
585	a	EXHIBITIONS NOTE (R)	Exhibitions note (NR)
586	3	AWARDS NOTE (R)	Materials specified (NR)
586	6	AWARDS NOTE (R)	Linkage (NR)
586	8	AWARDS NOTE (R)	Field link and sequence number (R)
586	a	AWARDS NOTE (R)	Awards note (NR)
588	5	SOURCE OF DESCRIPTION NOTE (R)	Institution to which field applies (NR)
588	6	SOURCE OF DESCRIPTION NOTE (R)	Linkage (NR)
588	8	SOURCE OF DESCRIPTION NOTE (R)	Field link and sequence number (R)
588	a	SOURCE OF DESCRIPTION NOTE (R)	Source of description note (NR)
590	a	RECEIPT DATE NOTE (VM) [OBSOLETE]	Receipt date (NR)
590	b	RECEIPT DATE NOTE (VM) [OBSOLETE]	Provenance (NR)
590	d	RECEIPT DATE NOTE (VM) [OBSOLETE]	Origin of safety copy (NR)
600	0	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Authority record control number or standard number (R)
600	1	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Real World Object URI (R)
600	2	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Source of heading or term (NR)
600	3	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Materials specified (NR)
600	4	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Relationship (R)
600	6	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Linkage (NR)
600	8	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Field link and sequence number (R)
600	a	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Personal name (NR)
600	b	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Numeration (NR)
600	c	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Titles and other words associated with a name (R)
600	d	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Dates associated with a name (NR)
600	e	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Relator term (R)
600	f	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Date of a work (NR)
600	g	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Miscellaneous information (R)
600	h	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Medium (NR)
600	j	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Attribution qualifier (R)
600	k	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Form subheading (R)
600	l	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Language of a work (NR)
600	m	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Medium of performance for music (R)
600	n	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Number of part/section of a work (R)
600	o	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Arranged statement for music (NR)
600	p	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Name of part/section of a work (R)
600	q	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Fuller form of name (NR)
600	r	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Key for music (NR)
600	s	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Version (R)
600	t	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Title of a work (NR)
600	u	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Affiliation (NR)
600	v	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Form subdivision (R)
600	x	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	General subdivision (R)
600	y	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Chronological subdivision (R)
600	z	SUBJECT ADDED ENTRY--PERSONAL NAME (R)	Geographic subdivision (R)
610	0	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Authority record control number or standard number (R)
610	1	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Real World Object URI (R)
610	2	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Source of heading or term (NR)
610	3	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Materials specified (NR)
610	4	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Relationship (R)
610	6	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Linkage (NR)
610	8	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Field link and sequence number (R)
610	a	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Corporate name or jurisdiction name as entry element (NR)
610	b	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Subordinate unit (R)
610	c	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Location of meeting (R)
610	d	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Date of meeting or treaty signing (R)
610	e	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Relator term (R)
610	f	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Date of a work (NR)
610	g	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Miscellaneous information (R)
610	h	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Medium (NR)
610	k	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Form subheading (R)
610	l	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Language of a work (NR)
610	m	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Medium of performance for music (R)
610	n	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Number of part/section/meeting (R)
610	o	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Arranged statement for music (NR)
610	p	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Name of part/section of a work (R)
610	r	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Key for music (NR)
610	s	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Version (R)
610	t	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Title of a work (NR)
610	u	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Affiliation (NR)
610	v	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Form subdivision (R)
610	x	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	General subdivision (R)
610	y	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Chronological subdivision (R)
610	z	SUBJECT ADDED ENTRY--CORPORATE NAME (R)	Geographic subdivision (R)
611	0	SUBJECT ADDED ENTRY--MEETING NAME (R)	Authority record control number or standard number (R)
611	1	SUBJECT ADDED ENTRY--MEETING NAME (R)	Real World Object URI (R)
611	2	SUBJECT ADDED ENTRY--MEETING NAME (R)	Source of heading or term (NR)
611	3	SUBJECT ADDED ENTRY--MEETING NAME (R)	Materials specified (NR)
611	4	SUBJECT ADDED ENTRY--MEETING NAME (R)	Relationship (R)
611	6	SUBJECT ADDED ENTRY--MEETING NAME (R)	Linkage (NR)
611	8	SUBJECT ADDED ENTRY--MEETING NAME (R)	Field link and sequence number (R)
611	a	SUBJECT ADDED ENTRY--MEETING NAME (R)	Meeting name or jurisdiction name as entry element (NR)
611	b	SUBJECT ADDED ENTRY--MEETING NAME (R)	Number (BK CF MP MU SE VM MX) [OBSOLETE]
611	c	SUBJECT ADDED ENTRY--MEETING NAME (R)	Location of meeting (R)
611	d	SUBJECT ADDED ENTRY--MEETING NAME (R)	Date of meeting or treaty signing (R)
611	e	SUBJECT ADDED ENTRY--MEETING NAME (R)	Subordinate unit (R)
611	f	SUBJECT ADDED ENTRY--MEETING NAME (R)	Date of a work (NR)
611	g	SUBJECT ADDED ENTRY--MEETING NAME (R)	Miscellaneous information (R)
611	h	SUBJECT ADDED ENTRY--MEETING NAME (R)	Medium (NR)
611	j	SUBJECT ADDED ENTRY--MEETING NAME (R)	Relator term (R)
611	k	SUBJECT ADDED ENTRY--MEETING NAME (R)	Form subheading (R)
611	l	SUBJECT ADDED ENTRY--MEETING NAME (R)	Language of a work (NR)
611	n	SUBJECT ADDED ENTRY--MEETING NAME (R)	Number of part/section/meeting (R)
611	p	SUBJECT ADDED ENTRY--MEETING NAME (R)	Name of part/section of a work (R)
611	q	SUBJECT ADDED ENTRY--MEETING NAME (R)	Name of meeting following jurisdiction name entry element (NR)
611	s	SUBJECT ADDED ENTRY--MEETING NAME (R)	Version (R)
611	t	SUBJECT ADDED ENTRY--MEETING NAME (R)	Title of a work (NR)
611	u	SUBJECT ADDED ENTRY--MEETING NAME (R)	Affiliation (NR)
611	v	SUBJECT ADDED ENTRY--MEETING NAME (R)	Form subdivision (R)
611	x	SUBJECT ADDED ENTRY--MEETING NAME (R)	General subdivision (R)
611	y	SUBJECT ADDED ENTRY--MEETING NAME (R)	Chronological subdivision (R)
611	z	SUBJECT ADDED ENTRY--MEETING NAME (R)	Geographic subdivision (R)
630	0	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Authority record control number or standard number (R)
630	1	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Real World Object URI (R)
630	2	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Source of heading or term (NR)
630	3	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Materials specified (NR)
630	4	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Relationship (R)
630	6	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Linkage (NR)
630	8	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Field link and sequence number (R)
630	a	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Uniform title (NR)
630	d	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Date of treaty signing (R)
630	e	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Relator term (R)
630	f	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Date of a work (NR)
630	g	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Miscellaneous information (R)
630	h	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Medium (NR)
630	k	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Form subheading (R)
630	l	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Language of a work (NR)
630	m	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Medium of performance for music (R)
630	n	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Number of part/section of a work (R)
630	o	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Arranged statement for music (NR)
630	p	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Name of part/section of a work (R)
630	r	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Key for music (NR)
630	s	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Version (R)
630	t	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Title of a work (NR)
630	v	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Form subdivision (R)
630	x	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	General subdivision (R)
630	y	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Chronological subdivision (R)
630	z	SUBJECT ADDED ENTRY--UNIFORM TITLE (R)	Geographic subdivision (R)
647	0	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Authority record control number or standard number (R)
647	1	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Real World Object URI (R)
647	2	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Source of heading or term (NR)
647	3	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Materials specified (NR)
647	6	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Linkage (NR)
647	8	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Field link and sequence number (R)
647	a	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Named event (NR)
647	c	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Location of named event (R)
647	d	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Date of named event (NR)
647	g	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Miscellaneous information (R)
647	v	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Form subdivision (R)
647	x	SUBJECT ADDED ENTRY--NAMED EVENT (R)	General subdivision (R)
647	y	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Chronological subdivision (R)
647	z	SUBJECT ADDED ENTRY--NAMED EVENT (R)	Geographic subdivision (R)
648	0	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Authority record control number or standard number (R)
648	1	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Real World Object URI (R)
648	2	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Source of heading or term (NR)
648	3	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Materials specified (NR)
648	6	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Linkage (NR)
648	8	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Field link and sequence number (R)
648	a	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Chronological term (NR)
648	v	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Form subdivision (R)
648	x	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	General subdivision (R)
648	y	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Chronological subdivision (R)
648	z	SUBJECT ADDED ENTRY--CHRONOLOGICAL TERM (R)	Geographic subdivision (R)
650	0	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Authority record control number or standard number (R)
650	1	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Real World Object URI (R)
650	2	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Source of heading or term (NR)
650	3	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Materials specified (NR)
650	4	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Relationship (R)
650	6	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Linkage (NR)
650	8	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Field link and sequence number (R)
650	a	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Topical term or geographic name as entry element (NR)
650	b	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Topical term following geographic name as entry element (NR)
650	c	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Location of event (NR)
650	d	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Active dates (NR)
650	e	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Relator term (NR)
650	g	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Miscellaneous information (R)
650	v	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Form subdivision (R)
650	x	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	General subdivision (R)
650	y	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Chronological subdivision (R)
650	z	SUBJECT ADDED ENTRY--TOPICAL TERM (R)	Geographic subdivision (R)
651	0	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Authority record control number or standard number (R)
651	1	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Real World Object URI (R)
651	2	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Source of heading or term (NR)
651	3	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Materials specified (NR)
651	4	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Relationship (R)
651	6	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Linkage (NR)
651	8	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Field link and sequence number (R)
651	a	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Geographic name (NR)
651	b	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Geographic name following place entry element (R) [OBSOLETE]
651	e	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Relator term (R)
651	g	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Miscellaneous information (R)
651	v	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Form subdivision (R)
651	x	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	General subdivision (R)
651	y	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Chronological subdivision (R)
651	z	SUBJECT ADDED ENTRY--GEOGRAPHIC NAME (R)	Geographic subdivision (R)
652	a	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC (BK MP SE) [OBSOLETE]	Geographic name of place element (NR)
652	x	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC (BK MP SE) [OBSOLETE]	General subdivision (R)
652	y	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC (BK MP SE) [OBSOLETE]	Chronological subdivision (R)
652	z	SUBJECT ADDED ENTRY--REVERSED GEOGRAPHIC (BK MP SE) [OBSOLETE]	Geographic subdivision (R)
653	6	INDEX TERM--UNCONTROLLED (R)	Linkage (NR)
653	8	INDEX TERM--UNCONTROLLED (R)	Field link and sequence number (R)
653	a	INDEX TERM--UNCONTROLLED (R)	Uncontrolled term (R)
654	0	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Authority record control number or standard number (R)
654	1	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Real World Object URI (R)
654	2	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Source of heading or term (NR)
654	3	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Materials specified (NR)
654	4	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Relationship (R)
654	6	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Linkage (NR)
654	8	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Field link and sequence number (R)
654	a	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Focus term (R)
654	b	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Non-focus term (R)
654	c	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Facet/hierarchy designation (R)
654	e	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Relator term (R)
654	v	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Form subdivision (R)
654	y	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Chronological subdivision (R)
654	z	SUBJECT ADDED ENTRY--FACETED TOPICAL TERMS (R)	Geographic subdivision (R)
655	0	INDEX TERM--GENRE/FORM (R)	Authority record control number or standard number (R)
655	1	INDEX TERM--GENRE/FORM (R)	Real World Object URI (R)
655	2	INDEX TERM--GENRE/FORM (R)	Source of term (NR)
655	3	INDEX TERM--GENRE/FORM (R)	Materials specified (NR)
655	5	INDEX TERM--GENRE/FORM (R)	Institution to which field applies (NR)
655	6	INDEX TERM--GENRE/FORM (R)	Linkage (NR)
655	8	INDEX TERM--GENRE/FORM (R)	Field link and sequence number (R)
655	a	INDEX TERM--GENRE/FORM (R)	Genre/form data or focus term (NR)
655	b	INDEX TERM--GENRE/FORM (R)	Non-focus term (R)
655	c	INDEX TERM--GENRE/FORM (R)	Facet/hierarchy designation (R)
655	v	INDEX TERM--GENRE/FORM (R)	Form subdivision (R)
655	x	INDEX TERM--GENRE/FORM (R)	General subdivision (R)
655	y	INDEX TERM--GENRE/FORM (R)	Chronological subdivision (R)
655	z	INDEX TERM--GENRE/FORM (R)	Geographic subdivision (R)
656	0	INDEX TERM--OCCUPATION (R)	Authority record control number or standard number (R)
656	1	INDEX TERM--OCCUPATION (R)	Real World Object URI (R)
656	2	INDEX TERM--OCCUPATION (R)	Source of term (NR)
656	3	INDEX TERM--OCCUPATION (R)	Materials specified (NR)
656	6	INDEX TERM--OCCUPATION (R)	Linkage (NR)
656	8	INDEX TERM--OCCUPATION (R)	Field link and sequence number (R)
656	a	INDEX TERM--OCCUPATION (R)	Occupation (NR)
656	k	INDEX TERM--OCCUPATION (R)	Form (NR)
656	v	INDEX TERM--OCCUPATION (R)	Form subdivision (R)
656	x	INDEX TERM--OCCUPATION (R)	General subdivision (R)
656	y	INDEX TERM--OCCUPATION (R)	Chronological subdivision (R)
656	z	INDEX TERM--OCCUPATION (R)	Geographic subdivision (R)
657	0	INDEX TERM--FUNCTION (R)	Authority record control number or standard number (R)
657	1	INDEX TERM--FUNCTION (R)	Real World Object URI (R)
657	2	INDEX TERM--FUNCTION (R)	Source of term (NR)
657	3	INDEX TERM--FUNCTION (R)	Materials specified (NR)
657	6	INDEX TERM--FUNCTION (R)	Linkage (NR)
657	8	INDEX TERM--FUNCTION (R)	Field link and sequence number (R)
657	a	INDEX TERM--FUNCTION (R)	Function (NR)
657	v	INDEX TERM--FUNCTION (R)	Form subdivision (R)
657	x	INDEX TERM--FUNCTION (R)	General subdivision (R)
657	y	INDEX TERM--FUNCTION (R)	Chronological subdivision (R)
657	z	INDEX TERM--FUNCTION (R)	Geographic subdivision (R)
658	2	INDEX TERM--CURRICULUM OBJECTIVE (R)	Source of term or code (NR)
658	6	INDEX TERM--CURRICULUM OBJECTIVE (R)	Linkage (NR)
658	8	INDEX TERM--CURRICULUM OBJECTIVE (R)	Field link and sequence number (R)
658	a	INDEX TERM--CURRICULUM OBJECTIVE (R)	Main curriculum objective (NR)
